Physical Time (s),theta_vol Monitor (W): cv1,theta_vol Monitor (W): cv2,theta_vol Monitor (W): cv3,theta_vol Monitor (W): cv4,theta_vol Monitor (W): cv5,theta_vol Monitor (W): cv6,theta_vol Monitor (W): cv7
5.94075,0,0,0,0,0,0,0
5.941,0,0,0,0,0,0,0
5.94125,0,0,0,0,0,0,0
5.9415,0,0,0,0,0,0,0
5.94175,0,0,0,0,0,0,0
5.942,0,0,0,0,0,0,0
5.94225,0,0,0,0,0,0,0
5.9425,0,0,0,0,0,0,0
5.94275,0,0,0,0,0,0,0
5.943,0,0,0,0,0,0,0
5.94325,0,0,0,0,0,0,0
5.9435,0,0,0,0,0,0,0
5.94375,0,0,0,0,0,0,0
5.944,0,0,0,0,0,0,0
5.94425,0,0,0,0,0,0,0
5.9445,0,0,0,0,0,0,0
5.94475,0,0,0,0,0,0,0
5.945,0,0,0,0,0,0,0
5.94525,0,0,0,0,0,0,0
5.9455,0,0,0,0,0,0,0
5.94575,0,0,0,0,0,0,0
5.946,0,0,0,0,0,0,0
5.94625,0,0,0,0,0,0,0
5.9465,0,0,0,0,0,0,0
5.94675,0,0,0,0,0,0,0
5.947,0,0,0,0,0,0,0
5.94725,0,0,0,0,0,0,0
5.9475,0,0,0,0,0,0,0
5.94775,0,0,0,0,0,0,0
5.948,0,0,0,0,0,0,0
5.94825,0,0,0,0,0,0,0
5.9485,0,0,0,0,0,0,0
5.94875,0,0,0,0,0,0,0
5.949,0,0,0,0,0,0,0
5.94925,0,0,0,0,0,0,0
5.9495,0,0,0,0,0,0,0
5.94975,0,0,0,0,0,0,0
5.95,0,0,0,0,0,0,0
5.95025,0,0,0,0,0,0,0
5.9505,0,0,0,0,0,0,0
5.95075,0,0,0,0,0,0,0
5.951,0,0,0,0,0,0,0
5.95125,0,0,0,0,0,0,0
5.9515,0,0,0,0,0,0,0
5.95175,0,0,0,0,0,0,0
5.952,0,0,0,0,0,0,0
5.95225,0,0,0,0,0,0,0
5.9525,0,0,0,0,0,0,0
5.95275,0,0,0,0,0,0,0
5.953,0,0,0,0,0,0,0
5.95325,0,0,0,0,0,0,0
5.9535,0,0,0,0,0,0,0
5.95375,0,0,0,0,0,0,0
5.954,0,0,0,0,0,0,0
5.95425,0,0,0,0,0,0,0
5.9545,0,0,0,0,0,0,0
5.95475,0,0,0,0,0,0,0
5.955,0,0,0,0,0,0,0
5.95525,0,0,0,0,0,0,0
5.9555,0,0,0,0,0,0,0
5.95575,0,0,0,0,0,0,0
5.956,0,0,0,0,0,0,0
5.95625,0,0,0,0,0,0,0
5.9565,0,0,0,0,0,0,0
5.95675,0,0,0,0,0,0,0
5.957,0,0,0,0,0,0,0
5.95725,0,0,0,0,0,0,0
5.9575,0,0,0,0,0,0,0
5.95775,0,0,0,0,0,0,0
5.958,0,0,0,0,0,0,0
5.95825,0,0,0,0,0,0,0
5.9585,0,0,0,0,0,0,0
5.95875,0,0,0,0,0,0,0
5.959,0,0,0,0,0,0,0
5.95925,0,0,0,0,0,0,0
5.9595,0,0,0,0,0,0,0
5.95975,0,0,0,0,0,0,0
5.96,0,0,0,0,0,0,0
5.96025,0,0,0,0,0,0,0
5.9605,0,0,0,0,0,0,0
5.96075,0,0,0,0,0,0,0
5.961,0,0,0,0,0,0,0
5.96125,0,0,0,0,0,0,0
5.9615,0,0,0,0,0,0,0
5.96175,0,0,0,0,0,0,0
5.962,0,0,0,0,0,0,0
5.96225,0,0,0,0,0,0,0
5.9625,0,0,0,0,0,0,0
5.96275,0,0,0,0,0,0,0
5.963,0,0,0,0,0,0,0
5.96325,0,0,0,0,0,0,0
5.9635,0,0,0,0,0,0,0
5.96375,0,0,0,0,0,0,0
5.964,0,0,0,0,0,0,0
5.96425,0,0,0,0,0,0,0
5.9645,0,0,0,0,0,0,0
5.96475,0,0,0,0,0,0,0
5.965,0,0,0,0,0,0,0
5.96525,0,0,0,0,0,0,0
5.9655,0,0,0,0,0,0,0
5.96575,0,0,0,0,0,0,0
5.966,0,0,0,0,0,0,0
5.96625,0,0,0,0,0,0,0
5.9665,0,0,0,0,0,0,0
5.96675,0,0,0,0,0,0,0
5.967,0,0,0,0,0,0,0
5.96725,0,0,0,0,0,0,0
5.9675,0,0,0,0,0,0,0
5.96775,0,0,0,0,0,0,0
5.968,0,0,0,0,0,0,0
5.96825,0,0,0,0,0,0,0
5.9685,0,0,0,0,0,0,0
5.96875,0,0,0,0,0,0,0
5.969,0,0,0,0,0,0,0
5.96925,0,0,0,0,0,0,0
5.9695,0,0,0,0,0,0,0
5.96975,0,0,0,0,0,0,0
5.97,0,0,0,0,0,0,0
5.97025,0,0,0,0,0,0,0
5.9705,0,0,0,0,0,0,0
5.97075,0,0,0,0,0,0,0
5.971,0,0,0,0,0,0,0
5.97125,0,0,0,0,0,0,0
5.9715,0,0,0,0,0,0,0
5.97175,0,0,0,0,0,0,0
5.972,0,0,0,0,0,0,0
5.97225,0,0,0,0,0,0,0
5.9725,0,0,0,0,0,0,0
5.97275,0,0,0,0,0,0,0
5.973,0,0,0,0,0,0,0
5.97325,0,0,0,0,0,0,0
5.9735,0,0,0,0,0,0,0
5.97375,0,0,0,0,0,0,0
5.974,0,0,0,0,0,0,0
5.97425,0,0,0,0,0,0,0
5.9745,0,0,0,0,0,0,0
5.97475,0,0,0,0,0,0,0
5.975,0,0,0,0,0,0,0
5.97525,0,0,0,0,0,0,0
5.9755,0,0,0,0,0,0,0
5.97575,0,0,0,0,0,0,0
5.976,0,0,0,0,0,0,0
5.97625,0,0,0,0,0,0,0
5.9765,0,0,0,0,0,0,0
5.97675,0,0,0,0,0,0,0
5.977,0,0,0,0,0,0,0
5.97725,0,0,0,0,0,0,0
5.9775,0,0,0,0,0,0,0
5.97775,0,0,0,0,0,0,0
5.978,0,0,0,0,0,0,0
5.97825,0,0,0,0,0,0,0
5.9785,0,0,0,0,0,0,0
5.97875,0,0,0,0,0,0,0
5.979,0,0,0,0,0,0,0
5.97925,0,0,0,0,0,0,0
5.9795,0,0,0,0,0,0,0
5.97975,0,0,0,0,0,0,0
5.98,0,0,0,0,0,0,0
5.98025,0,0,0,0,0,0,0
5.9805,0,0,0,0,0,0,0
5.98075,0,0,0,0,0,0,0
5.981,0,0,0,0,0,0,0
5.98125,0,0,0,0,0,0,0
5.9815,0,0,0,0,0,0,0
5.98175,0,0,0,0,0,0,0
5.982,0,0,0,0,0,0,0
5.98225,0,0,0,0,0,0,0
5.9825,0,0,0,0,0,0,0
5.98275,0,0,0,0,0,0,0
5.983,0,0,0,0,0,0,0
5.98325,0,0,0,0,0,0,0
5.9835,0,0,0,0,0,0,0
5.98375,0,0,0,0,0,0,0
5.984,0,0,0,0,0,0,0
5.98425,0,0,0,0,0,0,0
5.9845,0,0,0,0,0,0,0
5.98475,0,0,0,0,0,0,0
5.985,0,0,0,0,0,0,0
5.98525,0,0,0,0,0,0,0
5.9855,0,0,0,0,0,0,0
5.98575,0,0,0,0,0,0,0
5.986,0,0,0,0,0,0,0
5.98625,0,0,0,0,0,0,0
5.9865,0,0,0,0,0,0,0
5.98675,0,0,0,0,0,0,0
5.987,0,0,0,0,0,0,0
5.98725,0,0,0,0,0,0,0
5.9875,0,0,0,0,0,0,0
5.98775,0,0,0,0,0,0,0
5.988,0,0,0,0,0,0,0
5.98825,0,0,0,0,0,0,0
5.9885,0,0,0,0,0,0,0
5.98875,0,0,0,0,0,0,0
5.989,0,0,0,0,0,0,0
5.98925,0,0,0,0,0,0,0
5.9895,0,0,0,0,0,0,0
5.98975,0,0,0,0,0,0,0
5.99,0,0,0,0,0,0,0
5.99025,0,0,0,0,0,0,0
5.9905,0,0,0,0,0,0,0
5.99075,0,0,0,0,0,0,0
5.991,0,0,0,0,0,0,0
5.99125,0,0,0,0,0,0,0
5.9915,0,0,0,0,0,0,0
5.99175,0,0,0,0,0,0,0
5.992,0,0,0,0,0,0,0
5.99225,0,0,0,0,0,0,0
5.9925,0,0,0,0,0,0,0
5.99275,0,0,0,0,0,0,0
5.993,0,0,0,0,0,0,0
5.99325,0,0,0,0,0,0,0
5.9935,0,0,0,0,0,0,0
5.99375,0,0,0,0,0,0,0
5.994,0,0,0,0,0,0,0
5.99425,0,0,0,0,0,0,0
5.9945,0,0,0,0,0,0,0
5.99475,0,0,0,0,0,0,0
5.995,0,0,0,0,0,0,0
5.99525,0,0,0,0,0,0,0
5.9955,0,0,0,0,0,0,0
5.99575,0,0,0,0,0,0,0
5.996,0,0,0,0,0,0,0
5.99625,0,0,0,0,0,0,0
5.9965,0,0,0,0,0,0,0
5.99675,0,0,0,0,0,0,0
5.997,0,0,0,0,0,0,0
5.99725,0,0,0,0,0,0,0
5.9975,0,0,0,0,0,0,0
5.99775,0,0,0,0,0,0,0
5.998,0,0,0,0,0,0,0
5.99825,0,0,0,0,0,0,0
5.9985,0,0,0,0,0,0,0
5.99875,0,0,0,0,0,0,0
5.999,0,0,0,0,0,0,0
5.99925,0,0,0,0,0,0,0
5.9995,0,0,0,0,0,0,0
5.99975,0,0,0,0,0,0,0
6.0,0,0,0,0,0,0,0
6.00025,0,0,0,0,0,0,0
6.0005,0,0,0,0,0,0,0
6.00075,0,0,0,0,0,0,0
6.001,0,0,0,0,0,0,0
6.00125,0,0,0,0,0,0,0
6.0015,0,0,0,0,0,0,0
6.00175,0,0,0,0,0,0,0
6.002,0,0,0,0,0,0,0
6.00225,0,0,0,0,0,0,0
6.0025,0,0,0,0,0,0,0
6.00275,0,0,0,0,0,0,0
6.003,0,0,0,0,0,0,0
6.00325,0,0,0,0,0,0,0
6.0035,0,0,0,0,0,0,0
6.00375,0,0,0,0,0,0,0
6.004,0,0,0,0,0,0,0
6.00425,0,0,0,0,0,0,0
6.0045,0,0,0,0,0,0,0
6.00475,0,0,0,0,0,0,0
6.005,0,0,0,0,0,0,0
6.00525,0,0,0,0,0,0,0
6.0055,0,0,0,0,0,0,0
6.00575,0,0,0,0,0,0,0
6.006,0,0,0,0,0,0,0
6.00625,0,0,0,0,0,0,0
6.0065,0,0,0,0,0,0,0
6.00675,0,0,0,0,0,0,0
6.007,0,0,0,0,0,0,0
6.00725,0,0,0,0,0,0,0
6.0075,0,0,0,0,0,0,0
6.00775,0,0,0,0,0,0,0
6.008,0,0,0,0,0,0,0
6.00825,0,0,0,0,0,0,0
6.0085,0,0,0,0,0,0,0
6.00875,0,0,0,0,0,0,0
6.009,0,0,0,0,0,0,0
6.00925,0,0,0,0,0,0,0
6.0095,0,0,0,0,0,0,0
6.00975,0,0,0,0,0,0,0
6.01,0,0,0,0,0,0,0
6.01025,0,0,0,0,0,0,0
6.0105,0,0,0,0,0,0,0
6.01075,0,0,0,0,0,0,0
6.011,0,0,0,0,0,0,0
6.01125,0,0,0,0,0,0,0
6.0115,0,0,0,0,0,0,0
6.01175,0,0,0,0,0,0,0
6.012,0,0,0,0,0,0,0
6.01225,0,0,0,0,0,0,0
6.0125,0,0,0,0,0,0,0
6.01275,0,0,0,0,0,0,0
6.013,0,0,0,0,0,0,0
6.01325,0,0,0,0,0,0,0
6.0135,0,0,0,0,0,0,0
6.01375,0,0,0,0,0,0,0
6.014,0,0,0,0,0,0,0
6.01425,0,0,0,0,0,0,0
6.0145,0,0,0,0,0,0,0
6.01475,0,0,0,0,0,0,0
6.015,0,0,0,0,0,0,0
6.01525,0,0,0,0,0,0,0
6.0155,0,0,0,0,0,0,0
6.01575,0,0,0,0,0,0,0
6.016,0,0,0,0,0,0,0
6.01625,0,0,0,0,0,0,0
6.0165,0,0,0,0,0,0,0
6.01675,0,0,0,0,0,0,0
6.017,0,0,0,0,0,0,0
6.01725,0,0,0,0,0,0,0
6.0175,0,0,0,0,0,0,0
6.01775,0,0,0,0,0,0,0
6.018,0,0,0,0,0,0,0
6.01825,0,0,0,0,0,0,0
6.0185,0,0,0,0,0,0,0
6.01875,0,0,0,0,0,0,0
6.019,0,0,0,0,0,0,0
6.01925,0,0,0,0,0,0,0
6.0195,0,0,0,0,0,0,0
6.01975,0,0,0,0,0,0,0
6.02,0,0,0,0,0,0,0
6.02025,0,0,0,0,0,0,0
6.0205,0,0,0,0,0,0,0
6.02075,0,0,0,0,0,0,0
6.021,0,0,0,0,0,0,0
6.02125,0,0,0,0,0,0,0
6.0215,0,0,0,0,0,0,0
6.02175,0,0,0,0,0,0,0
6.022,0,0,0,0,0,0,0
6.02225,0,0,0,0,0,0,0
6.0225,0,0,0,0,0,0,0
6.02275,0,0,0,0,0,0,0
6.023,0,0,0,0,0,0,0
6.02325,0,0,0,0,0,0,0
6.0235,0,0,0,0,0,0,0
6.02375,0,0,0,0,0,0,0
6.024,0,0,0,0,0,0,0
6.02425,0,0,0,0,0,0,0
6.0245,0,0,0,0,0,0,0
6.02475,0,0,0,0,0,0,0
6.025,0,0,0,0,0,0,0
6.02525,0,0,0,0,0,0,0
6.0255,0,0,0,0,0,0,0
6.02575,0,0,0,0,0,0,0
6.026,0,0,0,0,0,0,0
6.02625,0,0,0,0,0,0,0
6.0265,0,0,0,0,0,0,0
6.02675,0,0,0,0,0,0,0
6.027,0,0,0,0,0,0,0
6.02725,0,0,0,0,0,0,0
6.0275,0,0,0,0,0,0,0
6.02775,0,0,0,0,0,0,0
6.028,0,0,0,0,0,0,0
6.02825,0,0,0,0,0,0,0
6.0285,0,0,0,0,0,0,0
6.02875,0,0,0,0,0,0,0
6.029,0,0,0,0,0,0,0
6.02925,0,0,0,0,0,0,0
6.0295,0,0,0,0,0,0,0
6.02975,0,0,0,0,0,0,0
6.03,0,0,0,0,0,0,0
6.03025,0,0,0,0,0,0,0
6.0305,0,0,0,0,0,0,0
6.03075,0,0,0,0,0,0,0
6.031,0,0,0,0,0,0,0
6.03125,0,0,0,0,0,0,0
6.0315,0,0,0,0,0,0,0
6.03175,0,0,0,0,0,0,0
6.032,0,0,0,0,0,0,0
6.03225,0,0,0,0,0,0,0
6.0325,0,0,0,0,0,0,0
6.03275,0,0,0,0,0,0,0
6.033,0,0,0,0,0,0,0
6.03325,0,0,0,0,0,0,0
6.0335,0,0,0,0,0,0,0
6.03375,0,0,0,0,0,0,0
6.034,0,0,0,0,0,0,0
6.03425,0,0,0,0,0,0,0
6.0345,0,0,0,0,0,0,0
6.03475,0,0,0,0,0,0,0
6.035,0,0,0,0,0,0,0
6.03525,0,0,0,0,0,0,0
6.0355,0,0,0,0,0,0,0
6.03575,0,0,0,0,0,0,0
6.036,0,0,0,0,0,0,0
6.03625,0,0,0,0,0,0,0
6.0365,0,0,0,0,0,0,0
6.03675,0,0,0,0,0,0,0
6.037,0,0,0,0,0,0,0
6.03725,0,0,0,0,0,0,0
6.0375,0,0,0,0,0,0,0
6.03775,0,0,0,0,0,0,0
6.038,0,0,0,0,0,0,0
6.03825,0,0,0,0,0,0,0
6.0385,0,0,0,0,0,0,0
6.03875,0,0,0,0,0,0,0
6.039,0,0,0,0,0,0,0
6.03925,0,0,0,0,0,0,0
6.0395,0,0,0,0,0,0,0
6.03975,0,0,0,0,0,0,0
6.04,0,0,0,0,0,0,0
6.04025,0,0,0,0,0,0,0
6.0405,0,0,0,0,0,0,0
6.04075,0,0,0,0,0,0,0
6.041,0,0,0,0,0,0,0
6.04125,0,0,0,0,0,0,0
6.0415,0,0,0,0,0,0,0
6.04175,0,0,0,0,0,0,0
6.042,0,0,0,0,0,0,0
6.04225,0,0,0,0,0,0,0
6.0425,0,0,0,0,0,0,0
6.04275,0,0,0,0,0,0,0
6.043,0,0,0,0,0,0,0
6.04325,0,0,0,0,0,0,0
6.0435,0,0,0,0,0,0,0
6.04375,0,0,0,0,0,0,0
6.044,0,0,0,0,0,0,0
6.04425,0,0,0,0,0,0,0
6.0445,0,0,0,0,0,0,0
6.04475,0,0,0,0,0,0,0
6.045,0,0,0,0,0,0,0
6.04525,0,0,0,0,0,0,0
6.0455,0,0,0,0,0,0,0
6.04575,0,0,0,0,0,0,0
6.046,0,0,0,0,0,0,0
6.04625,0,0,0,0,0,0,0
6.0465,0,0,0,0,0,0,0
6.04675,0,0,0,0,0,0,0
6.047,0,0,0,0,0,0,0
6.04725,0,0,0,0,0,0,0
6.0475,0,0,0,0,0,0,0
6.04775,0,0,0,0,0,0,0
6.048,0,0,0,0,0,0,0
6.04825,0,0,0,0,0,0,0
6.0485,0,0,0,0,0,0,0
6.04875,0,0,0,0,0,0,0
6.049,0,0,0,0,0,0,0
6.04925,0,0,0,0,0,0,0
6.0495,0,0,0,0,0,0,0
6.04975,0,0,0,0,0,0,0
6.05,0,0,0,0,0,0,0
6.05025,0,0,0,0,0,0,0
6.0505,0,0,0,0,0,0,0
6.05075,0,0,0,0,0,0,0
6.051,0,0,0,0,0,0,0
6.05125,0,0,0,0,0,0,0
6.0515,0,0,0,0,0,0,0
6.05175,0,0,0,0,0,0,0
6.052,0,0,0,0,0,0,0
6.05225,0,0,0,0,0,0,0
6.0525,0,0,0,0,0,0,0
6.05275,0,0,0,0,0,0,0
6.053,0,0,0,0,0,0,0
6.05325,0,0,0,0,0,0,0
6.0535,0,0,0,0,0,0,0
6.05375,0,0,0,0,0,0,0
6.054,0,0,0,0,0,0,0
6.05425,0,0,0,0,0,0,0
6.0545,0,0,0,0,0,0,0
6.05475,0,0,0,0,0,0,0
6.055,0,0,0,0,0,0,0
6.05525,0,0,0,0,0,0,0
6.0555,0,0,0,0,0,0,0
6.05575,0,0,0,0,0,0,0
6.056,0,0,0,0,0,0,0
6.05625,0,0,0,0,0,0,0
6.0565,0,0,0,0,0,0,0
6.05675,0,0,0,0,0,0,0
6.057,0,0,0,0,0,0,0
6.05725,0,0,0,0,0,0,0
6.0575,0,0,0,0,0,0,0
6.05775,0,0,0,0,0,0,0
6.058,0,0,0,0,0,0,0
6.05825,0,0,0,0,0,0,0
6.0585,0,0,0,0,0,0,0
6.05875,0,0,0,0,0,0,0
6.059,0,0,0,0,0,0,0
6.05925,0,0,0,0,0,0,0
6.0595,0,0,0,0,0,0,0
6.05975,0,0,0,0,0,0,0
6.06,0,0,0,0,0,0,0
6.06025,0,0,0,0,0,0,0
6.0605,0,0,0,0,0,0,0
6.06075,0,0,0,0,0,0,0
6.061,0,0,0,0,0,0,0
6.06125,0,0,0,0,0,0,0
6.0615,0,0,0,0,0,0,0
6.06175,0,0,0,0,0,0,0
6.062,0,0,0,0,0,0,0
6.06225,0,0,0,0,0,0,0
6.0625,0,0,0,0,0,0,0
6.06275,0,0,0,0,0,0,0
6.063,0,0,0,0,0,0,0
6.06325,0,0,0,0,0,0,0
6.0635,0,0,0,0,0,0,0
6.06375,0,0,0,0,0,0,0
6.064,0,0,0,0,0,0,0
6.06425,0,0,0,0,0,0,0
6.0645,0,0,0,0,0,0,0
6.06475,0,0,0,0,0,0,0
6.065,0,0,0,0,0,0,0
6.06525,0,0,0,0,0,0,0
6.0655,0,0,0,0,0,0,0
6.06575,0,0,0,0,0,0,0
6.066,0,0,0,0,0,0,0
6.06625,0,0,0,0,0,0,0
6.0665,0,0,0,0,0,0,0
6.06675,0,0,0,0,0,0,0
6.067,0,0,0,0,0,0,0
6.06725,0,0,0,0,0,0,0
6.0675,0,0,0,0,0,0,0
6.06775,0,0,0,0,0,0,0
6.068,0,0,0,0,0,0,0
6.06825,0,0,0,0,0,0,0
6.0685,0,0,0,0,0,0,0
6.06875,0,0,0,0,0,0,0
6.069,0,0,0,0,0,0,0
6.06925,0,0,0,0,0,0,0
6.0695,0,0,0,0,0,0,0
6.06975,0,0,0,0,0,0,0
6.07,0,0,0,0,0,0,0
6.07025,0,0,0,0,0,0,0
6.0705,0,0,0,0,0,0,0
6.07075,0,0,0,0,0,0,0
6.071,0,0,0,0,0,0,0
6.07125,0,0,0,0,0,0,0
6.0715,0,0,0,0,0,0,0
6.07175,0,0,0,0,0,0,0
6.072,0,0,0,0,0,0,0
6.07225,0,0,0,0,0,0,0
6.0725,0,0,0,0,0,0,0
6.07275,0,0,0,0,0,0,0
6.073,0,0,0,0,0,0,0
6.07325,0,0,0,0,0,0,0
6.0735,0,0,0,0,0,0,0
6.07375,0,0,0,0,0,0,0
6.074,0,0,0,0,0,0,0
6.07425,0,0,0,0,0,0,0
6.0745,0,0,0,0,0,0,0
6.07475,0,0,0,0,0,0,0
6.075,0,0,0,0,0,0,0
6.07525,0,0,0,0,0,0,0
6.0755,0,0,0,0,0,0,0
6.07575,0,0,0,0,0,0,0
6.076,0,0,0,0,0,0,0
6.07625,0,0,0,0,0,0,0
6.0765,0,0,0,0,0,0,0
6.07675,0,0,0,0,0,0,0
6.077,0,0,0,0,0,0,0
6.07725,0,0,0,0,0,0,0
6.0775,0,0,0,0,0,0,0
6.07775,0,0,0,0,0,0,0
6.078,0,0,0,0,0,0,0
6.07825,0,0,0,0,0,0,0
6.0785,0,0,0,0,0,0,0
6.07875,0,0,0,0,0,0,0
6.079,0,0,0,0,0,0,0
6.07925,0,0,0,0,0,0,0
6.0795,0,0,0,0,0,0,0
6.07975,0,0,0,0,0,0,0
6.08,0,0,0,0,0,0,0
6.08025,0,0,0,0,0,0,0
6.0805,0,0,0,0,0,0,0
6.08075,0,0,0,0,0,0,0
6.081,0,0,0,0,0,0,0
6.08125,0,0,0,0,0,0,0
6.0815,0,0,0,0,0,0,0
6.08175,0,0,0,0,0,0,0
6.082,0,0,0,0,0,0,0
6.08225,0,0,0,0,0,0,0
6.0825,0,0,0,0,0,0,0
6.08275,0,0,0,0,0,0,0
6.083,0,0,0,0,0,0,0
6.08325,0,0,0,0,0,0,0
6.0835,0,0,0,0,0,0,0
6.08375,0,0,0,0,0,0,0
6.084,0,0,0,0,0,0,0
6.08425,0,0,0,0,0,0,0
6.0845,0,0,0,0,0,0,0
6.08475,0,0,0,0,0,0,0
6.085,0,0,0,0,0,0,0
6.08525,0,0,0,0,0,0,0
6.0855,0,0,0,0,0,0,0
6.08575,0,0,0,0,0,0,0
6.086,0,0,0,0,0,0,0
6.08625,0,0,0,0,0,0,0
6.0865,0,0,0,0,0,0,0
6.08675,0,0,0,0,0,0,0
6.087,0,0,0,0,0,0,0
6.08725,0,0,0,0,0,0,0
6.0875,0,0,0,0,0,0,0
6.08775,0,0,0,0,0,0,0
6.088,0,0,0,0,0,0,0
6.08825,0,0,0,0,0,0,0
6.0885,0,0,0,0,0,0,0
6.08875,0,0,0,0,0,0,0
6.089,0,0,0,0,0,0,0
6.08925,0,0,0,0,0,0,0
6.0895,0,0,0,0,0,0,0
6.08975,0,0,0,0,0,0,0
6.09,0,0,0,0,0,0,0
6.09025,0,0,0,0,0,0,0
6.0905,0,0,0,0,0,0,0
6.09075,0,0,0,0,0,0,0
6.091,0,0,0,0,0,0,0
6.09125,0,0,0,0,0,0,0
6.0915,0,0,0,0,0,0,0
6.09175,0,0,0,0,0,0,0
6.092,0,0,0,0,0,0,0
6.09225,0,0,0,0,0,0,0
6.0925,0,0,0,0,0,0,0
6.09275,0,0,0,0,0,0,0
6.093,0,0,0,0,0,0,0
6.09325,0,0,0,0,0,0,0
6.0935,0,0,0,0,0,0,0
6.09375,0,0,0,0,0,0,0
6.094,0,0,0,0,0,0,0
6.09425,0,0,0,0,0,0,0
6.0945,0,0,0,0,0,0,0
6.09475,0,0,0,0,0,0,0
6.095,0,0,0,0,0,0,0
6.09525,0,0,0,0,0,0,0
6.0955,0,0,0,0,0,0,0
6.09575,0,0,0,0,0,0,0
6.096,0,0,0,0,0,0,0
6.09625,0,0,0,0,0,0,0
6.0965,0,0,0,0,0,0,0
6.09675,0,0,0,0,0,0,0
6.097,0,0,0,0,0,0,0
6.09725,0,0,0,0,0,0,0
6.0975,0,0,0,0,0,0,0
6.09775,0,0,0,0,0,0,0
6.098,0,0,0,0,0,0,0
6.09825,0,0,0,0,0,0,0
6.0985,0,0,0,0,0,0,0
6.09875,0,0,0,0,0,0,0
6.099,0,0,0,0,0,0,0
6.09925,0,0,0,0,0,0,0
6.0995,0,0,0,0,0,0,0
6.09975,0,0,0,0,0,0,0
6.1,0,0,0,0,0,0,0
6.10025,0,0,0,0,0,0,0
6.1005,0,0,0,0,0,0,0
6.10075,0,0,0,0,0,0,0
6.101,0,0,0,0,0,0,0
6.10125,0,0,0,0,0,0,0
6.1015,0,0,0,0,0,0,0
6.10175,0,0,0,0,0,0,0
6.102,0,0,0,0,0,0,0
6.10225,0,0,0,0,0,0,0
6.1025,0,0,0,0,0,0,0
6.10275,0,0,0,0,0,0,0
6.103,0,0,0,0,0,0,0
6.10325,0,0,0,0,0,0,0
6.1035,0,0,0,0,0,0,0
6.10375,0,0,0,0,0,0,0
6.104,0,0,0,0,0,0,0
6.10425,0,0,0,0,0,0,0
6.1045,0,0,0,0,0,0,0
6.10475,0,0,0,0,0,0,0
6.105,0,0,0,0,0,0,0
6.10525,0,0,0,0,0,0,0
6.1055,0,0,0,0,0,0,0
6.10575,0,0,0,0,0,0,0
6.106,0,0,0,0,0,0,0
6.10625,0,0,0,0,0,0,0
6.1065,0,0,0,0,0,0,0
6.10675,0,0,0,0,0,0,0
6.107,0,0,0,0,0,0,0
6.10725,0,0,0,0,0,0,0
6.1075,0,0,0,0,0,0,0
6.10775,0,0,0,0,0,0,0
6.108,0,0,0,0,0,0,0
6.10825,0,0,0,0,0,0,0
6.1085,0,0,0,0,0,0,0
6.10875,0,0,0,0,0,0,0
6.109,0,0,0,0,0,0,0
6.10925,0,0,0,0,0,0,0
6.1095,0,0,0,0,0,0,0
6.10975,0,0,0,0,0,0,0
6.11,0,0,0,0,0,0,0
6.11025,0,0,0,0,0,0,0
6.1105,0,0,0,0,0,0,0
6.11075,0,0,0,0,0,0,0
6.111,0,0,0,0,0,0,0
6.11125,0,0,0,0,0,0,0
6.1115,0,0,0,0,0,0,0
6.11175,0,0,0,0,0,0,0
6.112,0,0,0,0,0,0,0
6.11225,0,0,0,0,0,0,0
6.1125,0,0,0,0,0,0,0
6.11275,0,0,0,0,0,0,0
6.113,0,0,0,0,0,0,0
6.11325,0,0,0,0,0,0,0
6.1135,0,0,0,0,0,0,0
6.11375,0,0,0,0,0,0,0
6.114,0,0,0,0,0,0,0
6.11425,0,0,0,0,0,0,0
6.1145,0,0,0,0,0,0,0
6.11475,0,0,0,0,0,0,0
6.115,0,0,0,0,0,0,0
6.11525,0,0,0,0,0,0,0
6.1155,0,0,0,0,0,0,0
6.11575,0,0,0,0,0,0,0
6.116,0,0,0,0,0,0,0
6.11625,0,0,0,0,0,0,0
6.1165,0,0,0,0,0,0,0
6.11675,0,0,0,0,0,0,0
6.117,0,0,0,0,0,0,0
6.11725,0,0,0,0,0,0,0
6.1175,0,0,0,0,0,0,0
6.11775,0,0,0,0,0,0,0
6.118,0,0,0,0,0,0,0
6.11825,0,0,0,0,0,0,0
6.1185,0,0,0,0,0,0,0
6.11875,0,0,0,0,0,0,0
6.119,0,0,0,0,0,0,0
6.11925,0,0,0,0,0,0,0
6.1195,0,0,0,0,0,0,0
6.11975,0,0,0,0,0,0,0
6.12,0,0,0,0,0,0,0
6.12025,0,0,0,0,0,0,0
6.1205,0,0,0,0,0,0,0
6.12075,0,0,0,0,0,0,0
6.121,0,0,0,0,0,0,0
6.12125,0,0,0,0,0,0,0
6.1215,0,0,0,0,0,0,0
6.12175,0,0,0,0,0,0,0
6.122,0,0,0,0,0,0,0
6.12225,0,0,0,0,0,0,0
6.1225,0,0,0,0,0,0,0
6.12275,0,0,0,0,0,0,0
6.123,0,0,0,0,0,0,0
6.12325,0,0,0,0,0,0,0
6.1235,0,0,0,0,0,0,0
6.12375,0,0,0,0,0,0,0
6.124,0,0,0,0,0,0,0
6.12425,0,0,0,0,0,0,0
6.1245,0,0,0,0,0,0,0
6.12475,0,0,0,0,0,0,0
6.125,0,0,0,0,0,0,0
6.12525,0,0,0,0,0,0,0
6.1255,0,0,0,0,0,0,0
